Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level,Employee_ID_Custom,resultado_capacitacion_pci
1736.0,IT,Female,19.0,High School,Intern,1053.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,29.0,Yes,Yes,Single,1.0,0.0,736,96
1737.0,HR,Female,57.0,PhD,Executive,3588.0,2.0,10.0,1.0,2.0,4.0,44.0,6.0,7.0,No,Yes,Divorced,7.0,2.0,737,93
1738.0,Sales,Female,28.0,High School,Executive,4966.0,7.0,12.0,4.0,4.0,5.0,92.0,2.0,47.0,No,No,Divorced,6.0,3.0,738,90
1739.0,Sales,Female,57.0,Master's Degree,Executive,4896.0,25.0,12.0,1.0,2.0,1.0,41.0,3.0,26.0,No,No,Divorced,9.0,0.0,739,91
1740.0,Marketing,Non-binary,37.0,Bachelor's Degree,Team Lead,9505.0,31.0,5.0,3.0,2.0,5.0,45.0,1.0,6.0,Yes,Yes,Widowed,3.0,2.0,740,84
1741.0,IT,Non-binary,45.0,High School,Executive,2947.0,10.0,5.0,5.0,1.0,4.0,59.0,0.0,32.0,Yes,No,Single,8.0,2.0,741,93
1742.0,Marketing,Non-binary,22.0,High School,Executive,3099.0,0.0,19.0,5.0,4.0,5.0,95.0,9.0,36.0,Yes,No,Married,4.0,0.0,742,93
1743.0,IT,Non-binary,46.0,PhD,Executive,2981.0,14.0,9.0,1.0,3.0,4.0,12.0,13.0,23.0,No,No,Married,9.0,1.0,743,93
1744.0,Marketing,Male,31.0,PhD,Analyst,2406.0,3.0,18.0,2.0,5.0,1.0,30.0,2.0,11.0,No,No,Single,1.0,0.0,744,94
1745.0,Finance,Non-binary,37.0,High School,Executive,4321.0,3.0,2.0,3.0,2.0,2.0,67.0,9.0,21.0,Yes,Yes,Widowed,5.0,1.0,745,91
1746.0,Finance,Female,37.0,High School,Team Lead,6988.0,27.0,6.0,5.0,2.0,4.0,61.0,8.0,19.0,No,Yes,Widowed,4.0,3.0,746,88
1747.0,Finance,Prefer not to say,20.0,PhD,Intern,1475.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,34.0,No,Yes,Single,1.0,0.0,747,95
1748.0,Finance,Non-binary,50.0,Master's Degree,Analyst,4788.0,10.0,7.0,5.0,2.0,4.0,17.0,14.0,49.0,No,No,Widowed,6.0,0.0,748,91
1749.0,HR,Male,59.0,Associate's Degree,Manager,11419.0,22.0,4.0,5.0,5.0,1.0,74.0,2.0,47.0,Yes,Yes,Widowed,1.0,3.0,749,76
1750.0,Finance,Female,49.0,Associate's Degree,Executive,2548.0,2.0,11.0,2.0,3.0,3.0,52.0,10.0,44.0,No,Yes,Divorced,8.0,0.0,750,93
1751.0,Sales,Prefer not to say,22.0,High School,Intern,1459.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,35.0,Yes,No,Single,1.0,0.0,751,95
1752.0,Sales,Prefer not to say,21.0,PhD,Intern,1093.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,49.0,Yes,Yes,Single,1.0,0.0,752,96
1753.0,HR,Non-binary,41.0,Bachelor's Degree,Analyst,3670.0,16.0,17.0,2.0,5.0,2.0,40.0,3.0,31.0,No,No,Single,7.0,1.0,753,92
1754.0,Finance,Prefer not to say,37.0,Bachelor's Degree,Manager,8064.0,21.0,2.0,2.0,4.0,4.0,96.0,3.0,46.0,No,Yes,Single,9.0,1.0,754,86
1755.0,Finance,Non-binary,28.0,Associate's Degree,Team Lead,9286.0,26.0,6.0,5.0,1.0,3.0,66.0,0.0,29.0,No,No,Divorced,7.0,3.0,755,84
1756.0,Finance,Non-binary,21.0,Master's Degree,Intern,1313.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,Yes,Yes,Single,1.0,0.0,756,96
1757.0,Marketing,Female,19.0,Associate's Degree,Intern,1430.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,36.0,Yes,Yes,Single,1.0,0.0,757,95
1758.0,IT,Female,19.0,High School,Intern,1060.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,31.0,No,Yes,Single,1.0,0.0,758,96
1759.0,Marketing,Male,21.0,Master's Degree,Intern,1359.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,32.0,No,No,Single,1.0,0.0,759,95
1760.0,IT,Female,47.0,Bachelor's Degree,Analyst,4108.0,32.0,3.0,1.0,4.0,3.0,36.0,11.0,40.0,Yes,No,Divorced,4.0,1.0,760,92
1761.0,Finance,Female,35.0,PhD,Manager,7361.0,1.0,15.0,3.0,3.0,5.0,11.0,6.0,20.0,No,Yes,Divorced,4.0,2.0,761,88
1762.0,Finance,Non-binary,18.0,PhD,Intern,1167.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,22.0,Yes,No,Single,1.0,0.0,762,96
1763.0,Marketing,Female,54.0,High School,Team Lead,6168.0,26.0,11.0,3.0,4.0,5.0,90.0,5.0,3.0,No,No,Widowed,3.0,2.0,763,89
1764.0,Marketing,Non-binary,47.0,Associate's Degree,Team Lead,6367.0,14.0,3.0,2.0,5.0,2.0,1.0,6.0,8.0,No,No,Widowed,4.0,2.0,764,89
1765.0,IT,Non-binary,41.0,High School,Executive,2512.0,6.0,11.0,4.0,1.0,5.0,52.0,13.0,45.0,No,Yes,Married,2.0,2.0,765,93
1766.0,Sales,Female,20.0,PhD,Intern,1469.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,19.0,Yes,Yes,Single,1.0,0.0,766,95
1767.0,IT,Male,18.0,Bachelor's Degree,Intern,1273.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,31.0,No,Yes,Single,1.0,0.0,767,95
1768.0,Marketing,Male,22.0,PhD,Intern,1397.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,32.0,No,No,Single,1.0,0.0,768,95
1769.0,Marketing,Prefer not to say,18.0,Master's Degree,Intern,1024.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,15.0,Yes,Yes,Single,1.0,0.0,769,96
1770.0,HR,Prefer not to say,18.0,PhD,Intern,1393.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,39.0,Yes,Yes,Single,1.0,0.0,770,95
1771.0,Marketing,Female,35.0,PhD,Team Lead,8687.0,19.0,1.0,1.0,2.0,2.0,68.0,9.0,31.0,Yes,Yes,Single,9.0,1.0,771,85
1772.0,HR,Male,51.0,Master's Degree,Manager,9419.0,26.0,8.0,2.0,3.0,3.0,55.0,4.0,3.0,Yes,Yes,Married,8.0,0.0,772,84
1773.0,Sales,Non-binary,33.0,Associate's Degree,Manager,9998.0,19.0,13.0,4.0,2.0,4.0,57.0,13.0,32.0,Yes,Yes,Divorced,5.0,3.0,773,82
1774.0,IT,Prefer not to say,47.0,PhD,Executive,3083.0,6.0,3.0,4.0,2.0,3.0,82.0,9.0,10.0,Yes,Yes,Widowed,9.0,1.0,774,93
1775.0,IT,Non-binary,54.0,High School,Team Lead,8379.0,39.0,3.0,1.0,4.0,1.0,3.0,1.0,28.0,Yes,No,Single,5.0,0.0,775,86
1776.0,HR,Prefer not to say,22.0,PhD,Intern,1355.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,27.0,Yes,Yes,Single,1.0,0.0,776,95
1777.0,IT,Female,35.0,High School,Manager,9682.0,29.0,4.0,5.0,5.0,2.0,48.0,6.0,48.0,No,Yes,Single,4.0,1.0,777,83
1778.0,Marketing,Male,45.0,Master's Degree,Analyst,2901.0,7.0,16.0,3.0,5.0,3.0,37.0,10.0,46.0,No,Yes,Widowed,3.0,2.0,778,93
1779.0,Finance,Prefer not to say,55.0,PhD,Analyst,4427.0,1.0,12.0,4.0,1.0,2.0,44.0,1.0,40.0,No,No,Divorced,9.0,0.0,779,91
1780.0,HR,Male,47.0,Master's Degree,Analyst,3862.0,13.0,19.0,4.0,5.0,4.0,29.0,9.0,43.0,No,Yes,Single,4.0,0.0,780,92
1781.0,IT,Non-binary,23.0,Master's Degree,Intern,1047.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,31.0,Yes,No,Single,1.0,0.0,781,96
1782.0,HR,Female,24.0,Associate's Degree,Intern,1431.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,34.0,Yes,No,Single,1.0,0.0,782,95
1783.0,HR,Male,57.0,PhD,Executive,4394.0,17.0,0.0,2.0,5.0,1.0,55.0,10.0,5.0,Yes,No,Widowed,7.0,0.0,783,92
1784.0,Finance,Female,59.0,High School,Executive,3799.0,15.0,16.0,5.0,4.0,4.0,26.0,7.0,11.0,Yes,Yes,Single,8.0,3.0,784,92
1785.0,Marketing,Male,23.0,High School,Executive,4446.0,4.0,2.0,2.0,5.0,4.0,31.0,14.0,7.0,Yes,No,Divorced,8.0,2.0,785,91
1786.0,HR,Non-binary,59.0,PhD,Analyst,2006.0,30.0,13.0,1.0,2.0,1.0,10.0,2.0,8.0,No,Yes,Widowed,6.0,0.0,786,95
1787.0,IT,Non-binary,24.0,Associate's Degree,Intern,1188.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,17.0,No,Yes,Single,1.0,0.0,787,96
1788.0,Sales,Female,44.0,Associate's Degree,Analyst,3414.0,19.0,14.0,3.0,1.0,5.0,76.0,6.0,44.0,Yes,No,Single,2.0,0.0,788,92
1789.0,HR,Non-binary,36.0,Associate's Degree,Executive,2928.0,22.0,5.0,3.0,3.0,5.0,34.0,4.0,39.0,No,No,Divorced,8.0,0.0,789,93
1790.0,HR,Prefer not to say,23.0,High School,Intern,1052.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,41.0,Yes,Yes,Single,1.0,0.0,790,96
1791.0,Finance,Male,44.0,Master's Degree,Team Lead,9957.0,16.0,1.0,4.0,5.0,2.0,29.0,12.0,14.0,Yes,Yes,Widowed,8.0,2.0,791,83
1792.0,Marketing,Non-binary,38.0,Associate's Degree,Manager,10733.0,12.0,3.0,5.0,2.0,1.0,17.0,7.0,24.0,No,No,Single,6.0,0.0,792,80
1793.0,Sales,Prefer not to say,23.0,High School,Manager,7751.0,12.0,12.0,5.0,3.0,4.0,29.0,12.0,30.0,No,Yes,Widowed,8.0,3.0,793,87
1794.0,IT,Female,41.0,High School,Executive,3976.0,16.0,12.0,2.0,3.0,4.0,89.0,8.0,15.0,Yes,Yes,Married,1.0,1.0,794,92
1795.0,Sales,Prefer not to say,41.0,Master's Degree,Analyst,3158.0,14.0,16.0,5.0,4.0,5.0,15.0,14.0,4.0,No,No,Married,9.0,1.0,795,93
1796.0,IT,Female,24.0,PhD,Team Lead,6124.0,25.0,5.0,5.0,4.0,2.0,74.0,13.0,13.0,Yes,Yes,Single,9.0,1.0,796,89
1797.0,Marketing,Female,20.0,PhD,Intern,1240.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,Yes,Yes,Single,1.0,0.0,797,96
1798.0,IT,Male,59.0,Associate's Degree,Analyst,3043.0,29.0,18.0,5.0,4.0,5.0,3.0,9.0,31.0,No,Yes,Single,5.0,0.0,798,93
1799.0,Finance,Male,23.0,Associate's Degree,Executive,4374.0,34.0,15.0,5.0,2.0,2.0,14.0,1.0,12.0,Yes,Yes,Married,7.0,2.0,799,92
1800.0,Finance,Prefer not to say,57.0,Master's Degree,Analyst,3457.0,21.0,7.0,1.0,4.0,1.0,75.0,9.0,30.0,Yes,No,Single,8.0,2.0,800,93
1801.0,Finance,Male,35.0,Associate's Degree,Executive,2653.0,9.0,0.0,2.0,3.0,4.0,26.0,10.0,49.0,No,Yes,Single,7.0,0.0,801,93
1802.0,Finance,Male,37.0,Master's Degree,Manager,8336.0,10.0,9.0,1.0,3.0,4.0,3.0,6.0,10.0,Yes,No,Divorced,3.0,3.0,802,86
1803.0,Sales,Male,40.0,High School,Manager,8301.0,37.0,1.0,4.0,5.0,5.0,34.0,10.0,30.0,Yes,No,Divorced,7.0,1.0,803,86
1804.0,Marketing,Prefer not to say,55.0,Associate's Degree,Analyst,3397.0,32.0,18.0,2.0,3.0,2.0,84.0,4.0,26.0,No,Yes,Married,1.0,3.0,804,93
1805.0,IT,Non-binary,27.0,High School,Team Lead,6128.0,5.0,13.0,5.0,3.0,4.0,62.0,13.0,44.0,No,Yes,Widowed,5.0,3.0,805,89
1806.0,IT,Male,24.0,Bachelor's Degree,Intern,1392.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,6.0,No,Yes,Single,1.0,0.0,806,96
1807.0,Finance,Male,57.0,Master's Degree,Executive,4190.0,6.0,8.0,1.0,3.0,5.0,65.0,2.0,27.0,Yes,Yes,Widowed,2.0,0.0,807,92
1808.0,Finance,Prefer not to say,21.0,Bachelor's Degree,Intern,1394.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,20.0,Yes,No,Single,1.0,0.0,808,95
1809.0,HR,Non-binary,39.0,Associate's Degree,Manager,11417.0,6.0,10.0,4.0,3.0,2.0,27.0,6.0,28.0,No,Yes,Divorced,9.0,1.0,809,77
1810.0,Marketing,Male,33.0,High School,Team Lead,7082.0,1.0,14.0,4.0,5.0,2.0,33.0,1.0,20.0,No,No,Divorced,3.0,1.0,810,88
1811.0,Sales,Female,51.0,Associate's Degree,Team Lead,9434.0,0.0,5.0,5.0,5.0,5.0,32.0,1.0,12.0,Yes,Yes,Married,8.0,2.0,811,84
1812.0,IT,Prefer not to say,18.0,Bachelor's Degree,Intern,1026.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,45.0,No,Yes,Single,1.0,0.0,812,96
1813.0,HR,Male,28.0,Associate's Degree,Manager,8960.0,24.0,0.0,4.0,2.0,4.0,59.0,0.0,21.0,Yes,No,Married,7.0,0.0,813,85
1814.0,HR,Male,20.0,PhD,Intern,1058.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,30.0,Yes,No,Single,1.0,0.0,814,96
1815.0,IT,Female,40.0,Bachelor's Degree,Analyst,4441.0,6.0,17.0,4.0,1.0,5.0,71.0,0.0,49.0,No,No,Divorced,7.0,3.0,815,91
1816.0,Sales,Female,27.0,Associate's Degree,Team Lead,6176.0,2.0,13.0,2.0,1.0,1.0,41.0,5.0,10.0,Yes,No,Single,3.0,2.0,816,89
1817.0,HR,Prefer not to say,41.0,High School,Team Lead,5505.0,28.0,16.0,1.0,4.0,3.0,85.0,12.0,5.0,No,No,Married,5.0,1.0,817,90
1818.0,HR,Prefer not to say,48.0,Associate's Degree,Analyst,2482.0,9.0,1.0,5.0,2.0,3.0,90.0,4.0,37.0,Yes,Yes,Single,6.0,0.0,818,93
1819.0,Marketing,Female,59.0,High School,Manager,11650.0,4.0,18.0,4.0,2.0,2.0,27.0,14.0,8.0,Yes,No,Widowed,9.0,2.0,819,77
1820.0,Sales,Prefer not to say,58.0,PhD,Team Lead,8838.0,33.0,8.0,1.0,3.0,1.0,74.0,9.0,30.0,Yes,No,Married,4.0,2.0,820,85
1821.0,HR,Female,28.0,Associate's Degree,Executive,3660.0,7.0,7.0,3.0,1.0,1.0,26.0,7.0,17.0,No,Yes,Divorced,8.0,1.0,821,92
1822.0,Sales,Male,26.0,PhD,Executive,4538.0,13.0,9.0,4.0,1.0,3.0,0.0,4.0,3.0,Yes,Yes,Married,8.0,3.0,822,91
1823.0,IT,Female,32.0,Bachelor's Degree,Manager,10105.0,39.0,8.0,5.0,1.0,1.0,91.0,0.0,21.0,Yes,No,Married,6.0,1.0,823,82
1824.0,Finance,Female,36.0,High School,Analyst,2950.0,5.0,7.0,2.0,1.0,4.0,90.0,11.0,16.0,No,Yes,Divorced,8.0,3.0,824,93
1825.0,HR,Non-binary,22.0,Bachelor's Degree,Intern,1185.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,32.0,No,Yes,Single,1.0,0.0,825,96
1826.0,Marketing,Female,26.0,High School,Manager,11209.0,32.0,5.0,1.0,2.0,2.0,45.0,5.0,27.0,Yes,Yes,Widowed,1.0,0.0,826,79
1827.0,IT,Female,24.0,PhD,Intern,1140.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,6.0,No,Yes,Single,1.0,0.0,827,96
1828.0,Sales,Non-binary,58.0,Master's Degree,Manager,7001.0,10.0,8.0,5.0,5.0,2.0,39.0,12.0,42.0,Yes,Yes,Married,6.0,3.0,828,88
1829.0,IT,Prefer not to say,30.0,Associate's Degree,Executive,2411.0,23.0,8.0,3.0,2.0,1.0,50.0,1.0,16.0,Yes,Yes,Married,9.0,3.0,829,94
1830.0,HR,Non-binary,36.0,PhD,Analyst,2353.0,9.0,18.0,2.0,4.0,3.0,99.0,9.0,45.0,Yes,No,Married,4.0,0.0,830,94
1831.0,Sales,Male,24.0,High School,Executive,4479.0,22.0,8.0,3.0,1.0,2.0,23.0,7.0,3.0,Yes,No,Widowed,6.0,3.0,831,92
1832.0,Finance,Non-binary,50.0,High School,Analyst,2002.0,15.0,1.0,5.0,3.0,3.0,21.0,5.0,40.0,Yes,Yes,Married,5.0,3.0,832,94
1833.0,IT,Male,23.0,High School,Intern,1448.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,20.0,Yes,No,Single,1.0,0.0,833,95
1834.0,HR,Prefer not to say,38.0,High School,Manager,7749.0,15.0,15.0,4.0,4.0,4.0,67.0,12.0,40.0,No,No,Widowed,6.0,1.0,834,87
1835.0,Marketing,Non-binary,47.0,Associate's Degree,Team Lead,9751.0,30.0,13.0,5.0,1.0,4.0,7.0,0.0,7.0,Yes,Yes,Divorced,3.0,2.0,835,84
1836.0,Sales,Non-binary,42.0,Bachelor's Degree,Team Lead,5741.0,5.0,19.0,3.0,4.0,4.0,57.0,9.0,11.0,Yes,Yes,Married,2.0,3.0,836,90
1837.0,IT,Prefer not to say,29.0,Master's Degree,Analyst,2130.0,29.0,0.0,2.0,4.0,1.0,14.0,11.0,29.0,No,Yes,Divorced,3.0,0.0,837,94
1838.0,IT,Male,42.0,Associate's Degree,Analyst,3098.0,36.0,12.0,5.0,5.0,2.0,7.0,4.0,3.0,Yes,Yes,Widowed,6.0,3.0,838,94
1839.0,Finance,Non-binary,32.0,High School,Executive,3347.0,0.0,1.0,5.0,4.0,1.0,92.0,6.0,21.0,Yes,No,Single,8.0,3.0,839,92
1840.0,Finance,Male,59.0,Associate's Degree,Team Lead,9409.0,24.0,13.0,4.0,5.0,3.0,41.0,3.0,32.0,Yes,Yes,Single,8.0,0.0,840,84
1841.0,Marketing,Non-binary,29.0,PhD,Executive,3973.0,20.0,0.0,2.0,5.0,4.0,38.0,13.0,30.0,Yes,No,Married,5.0,0.0,841,92
1842.0,Marketing,Female,20.0,High School,Intern,1486.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,39.0,No,Yes,Single,1.0,0.0,842,95
1843.0,HR,Non-binary,45.0,Master's Degree,Team Lead,8889.0,37.0,17.0,3.0,2.0,1.0,40.0,9.0,11.0,Yes,No,Divorced,1.0,2.0,843,86
1844.0,HR,Prefer not to say,23.0,High School,Intern,1394.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,17.0,No,Yes,Single,1.0,0.0,844,95
1845.0,Marketing,Prefer not to say,35.0,Master's Degree,Manager,10079.0,11.0,7.0,1.0,4.0,5.0,77.0,9.0,25.0,No,Yes,Single,2.0,0.0,845,82
1846.0,Marketing,Male,35.0,Master's Degree,Executive,3023.0,4.0,6.0,5.0,2.0,1.0,95.0,2.0,25.0,No,Yes,Widowed,4.0,1.0,846,93
1847.0,Sales,Non-binary,31.0,Bachelor's Degree,Analyst,2159.0,8.0,8.0,2.0,1.0,2.0,70.0,1.0,9.0,Yes,Yes,Divorced,5.0,3.0,847,94
1848.0,Finance,Male,33.0,Bachelor's Degree,Team Lead,6266.0,8.0,8.0,2.0,3.0,3.0,43.0,1.0,45.0,Yes,No,Married,8.0,1.0,848,89
1849.0,HR,Male,59.0,Associate's Degree,Executive,4064.0,34.0,10.0,4.0,1.0,1.0,96.0,13.0,29.0,No,Yes,Divorced,9.0,1.0,849,92
1850.0,Finance,Female,55.0,Associate's Degree,Analyst,3418.0,0.0,3.0,4.0,4.0,1.0,34.0,4.0,15.0,No,No,Divorced,1.0,2.0,850,93
1851.0,Finance,Female,59.0,Master's Degree,Manager,9848.0,9.0,6.0,2.0,1.0,5.0,26.0,3.0,19.0,Yes,No,Married,9.0,3.0,851,83
1852.0,Marketing,Prefer not to say,31.0,High School,Team Lead,8680.0,38.0,6.0,4.0,3.0,4.0,64.0,1.0,15.0,Yes,Yes,Divorced,5.0,3.0,852,86
1853.0,Sales,Male,18.0,PhD,Intern,1056.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,39.0,Yes,Yes,Single,1.0,0.0,853,96
1854.0,IT,Prefer not to say,38.0,PhD,Manager,10601.0,36.0,11.0,5.0,3.0,2.0,65.0,9.0,35.0,Yes,No,Married,5.0,0.0,854,81
1855.0,Sales,Non-binary,24.0,High School,Analyst,2355.0,34.0,16.0,1.0,1.0,2.0,70.0,8.0,40.0,Yes,Yes,Widowed,9.0,0.0,855,94
1856.0,Sales,Male,52.0,High School,Team Lead,9047.0,16.0,19.0,3.0,5.0,2.0,71.0,7.0,13.0,No,No,Divorced,8.0,3.0,856,85
1857.0,Finance,Male,22.0,Bachelor's Degree,Team Lead,6053.0,12.0,2.0,2.0,4.0,5.0,62.0,8.0,16.0,No,Yes,Single,5.0,2.0,857,89
1858.0,Sales,Non-binary,33.0,PhD,Manager,11668.0,5.0,8.0,1.0,3.0,1.0,92.0,8.0,3.0,No,Yes,Married,5.0,2.0,858,76
1859.0,HR,Non-binary,59.0,Master's Degree,Team Lead,7028.0,36.0,4.0,1.0,4.0,2.0,79.0,7.0,31.0,Yes,Yes,Married,1.0,3.0,859,88
1860.0,Finance,Prefer not to say,25.0,Associate's Degree,Analyst,3055.0,31.0,19.0,4.0,5.0,5.0,28.0,8.0,1.0,No,No,Single,9.0,0.0,860,93
1861.0,HR,Prefer not to say,59.0,Bachelor's Degree,Manager,11178.0,10.0,15.0,4.0,1.0,3.0,30.0,3.0,35.0,Yes,Yes,Single,3.0,2.0,861,78
1862.0,IT,Non-binary,21.0,PhD,Intern,1194.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,16.0,No,No,Single,1.0,0.0,862,96
1863.0,Finance,Prefer not to say,55.0,High School,Manager,8033.0,4.0,15.0,3.0,1.0,3.0,85.0,13.0,1.0,Yes,Yes,Single,5.0,3.0,863,87
1864.0,IT,Non-binary,59.0,PhD,Manager,7433.0,5.0,18.0,1.0,1.0,4.0,52.0,1.0,14.0,No,No,Widowed,3.0,0.0,864,87
1865.0,Finance,Male,22.0,Master's Degree,Intern,1449.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,7.0,No,Yes,Single,1.0,0.0,865,96
1866.0,Marketing,Male,43.0,Bachelor's Degree,Analyst,4936.0,32.0,17.0,4.0,3.0,1.0,67.0,12.0,23.0,Yes,No,Widowed,7.0,0.0,866,91
1867.0,Sales,Female,25.0,High School,Executive,4530.0,29.0,14.0,3.0,3.0,2.0,24.0,8.0,35.0,Yes,Yes,Divorced,4.0,2.0,867,91
1868.0,Marketing,Male,39.0,Master's Degree,Executive,3909.0,20.0,17.0,3.0,4.0,1.0,12.0,10.0,29.0,No,No,Divorced,4.0,1.0,868,92
1869.0,IT,Non-binary,22.0,Associate's Degree,Intern,1365.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,22.0,No,No,Single,1.0,0.0,869,95
1870.0,Sales,Prefer not to say,40.0,Bachelor's Degree,Analyst,3647.0,26.0,15.0,2.0,2.0,4.0,39.0,5.0,16.0,Yes,No,Single,2.0,2.0,870,93
1871.0,Finance,Female,23.0,Master's Degree,Team Lead,8008.0,2.0,4.0,1.0,1.0,1.0,71.0,11.0,29.0,Yes,No,Widowed,7.0,2.0,871,86
1872.0,Sales,Prefer not to say,18.0,Master's Degree,Intern,1105.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,6.0,Yes,No,Single,1.0,0.0,872,96
1873.0,HR,Non-binary,38.0,High School,Executive,4657.0,1.0,15.0,5.0,5.0,2.0,6.0,2.0,18.0,No,No,Widowed,5.0,0.0,873,91
1874.0,Sales,Male,31.0,Associate's Degree,Analyst,4820.0,28.0,0.0,1.0,4.0,4.0,31.0,4.0,29.0,No,Yes,Married,2.0,0.0,874,91
1875.0,HR,Female,55.0,Master's Degree,Manager,7617.0,35.0,10.0,3.0,4.0,4.0,23.0,0.0,25.0,Yes,Yes,Widowed,7.0,2.0,875,87
1876.0,Sales,Non-binary,27.0,Bachelor's Degree,Analyst,2856.0,33.0,10.0,5.0,1.0,2.0,0.0,10.0,45.0,No,Yes,Divorced,2.0,3.0,876,93
1877.0,HR,Female,29.0,Master's Degree,Analyst,2795.0,36.0,1.0,1.0,5.0,2.0,46.0,2.0,2.0,Yes,No,Married,5.0,3.0,877,94
1878.0,IT,Female,32.0,PhD,Executive,2801.0,0.0,18.0,5.0,1.0,2.0,50.0,11.0,44.0,No,Yes,Widowed,5.0,1.0,878,93
1879.0,Marketing,Male,33.0,Bachelor's Degree,Executive,2341.0,25.0,4.0,3.0,3.0,4.0,35.0,7.0,32.0,Yes,No,Widowed,3.0,0.0,879,94
1880.0,Finance,Non-binary,30.0,Bachelor's Degree,Team Lead,7008.0,0.0,2.0,4.0,4.0,4.0,26.0,2.0,36.0,Yes,No,Married,2.0,3.0,880,88
1881.0,Sales,Prefer not to say,23.0,Master's Degree,Team Lead,9593.0,3.0,7.0,5.0,1.0,1.0,69.0,7.0,32.0,No,Yes,Married,3.0,1.0,881,83
1882.0,Marketing,Female,23.0,High School,Intern,1279.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,41.0,Yes,Yes,Single,1.0,0.0,882,95
1883.0,Finance,Female,32.0,Bachelor's Degree,Manager,7789.0,13.0,12.0,3.0,4.0,3.0,94.0,5.0,20.0,Yes,Yes,Divorced,6.0,3.0,883,87
1884.0,Finance,Prefer not to say,57.0,PhD,Team Lead,8414.0,17.0,13.0,3.0,3.0,3.0,75.0,6.0,37.0,No,No,Divorced,4.0,0.0,884,86
1885.0,HR,Non-binary,31.0,High School,Executive,2405.0,33.0,0.0,5.0,1.0,2.0,89.0,5.0,42.0,No,Yes,Single,7.0,2.0,885,94
1886.0,IT,Female,42.0,High School,Analyst,3396.0,0.0,4.0,5.0,1.0,2.0,88.0,7.0,38.0,No,No,Divorced,2.0,0.0,886,92
1887.0,IT,Female,20.0,High School,Intern,1467.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,33.0,No,No,Single,1.0,0.0,887,95
1888.0,Marketing,Female,29.0,Bachelor's Degree,Team Lead,5032.0,15.0,5.0,5.0,3.0,1.0,69.0,6.0,5.0,Yes,No,Widowed,9.0,0.0,888,91
1889.0,IT,Non-binary,57.0,High School,Analyst,3309.0,21.0,14.0,5.0,2.0,3.0,12.0,9.0,6.0,Yes,Yes,Widowed,5.0,1.0,889,93
1890.0,Sales,Non-binary,50.0,Master's Degree,Analyst,4607.0,15.0,14.0,5.0,4.0,3.0,24.0,0.0,22.0,Yes,Yes,Widowed,4.0,0.0,890,91
1891.0,IT,Prefer not to say,59.0,High School,Team Lead,7281.0,27.0,7.0,5.0,5.0,4.0,94.0,2.0,21.0,Yes,Yes,Single,9.0,0.0,891,88
1892.0,Marketing,Non-binary,33.0,PhD,Manager,10622.0,27.0,1.0,1.0,1.0,3.0,21.0,2.0,19.0,Yes,Yes,Widowed,6.0,2.0,892,81
1893.0,IT,Non-binary,35.0,Associate's Degree,Manager,9917.0,21.0,13.0,3.0,2.0,4.0,98.0,14.0,43.0,No,No,Widowed,4.0,0.0,893,82
