Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level,Employee_ID_Custom,resultado_capacitacion_pci,cluster
1677.0,Marketing,Female,23.0,Bachelor's Degree,Manager,11045.0,31.0,12.0,3.0,4.0,5.0,28.0,7.0,12.0,Yes,No,Widowed,4.0,0.0,677,80,2
1678.0,Finance,Non-binary,53.0,PhD,Analyst,2554.0,0.0,1.0,1.0,5.0,4.0,8.0,9.0,26.0,No,Yes,Widowed,7.0,2.0,678,94,0
1679.0,Marketing,Non-binary,45.0,Master's Degree,Analyst,4654.0,12.0,3.0,4.0,1.0,4.0,90.0,2.0,30.0,Yes,No,Widowed,4.0,1.0,679,91,0
1680.0,Marketing,Prefer not to say,21.0,High School,Intern,1411.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,15.0,Yes,Yes,Single,1.0,0.0,680,95,1
1681.0,Marketing,Male,25.0,Master's Degree,Team Lead,7183.0,11.0,1.0,2.0,3.0,2.0,16.0,8.0,8.0,Yes,No,Married,6.0,1.0,681,88,2
1682.0,Marketing,Male,21.0,Bachelor's Degree,Intern,1093.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,43.0,Yes,Yes,Single,1.0,0.0,682,96,1
1683.0,IT,Prefer not to say,38.0,Associate's Degree,Analyst,4195.0,2.0,3.0,5.0,3.0,1.0,63.0,10.0,18.0,Yes,Yes,Married,1.0,2.0,683,91,0
1684.0,IT,Female,51.0,Associate's Degree,Analyst,3542.0,25.0,19.0,2.0,5.0,2.0,66.0,3.0,10.0,No,Yes,Divorced,9.0,2.0,684,93,0
1685.0,Finance,Non-binary,22.0,Associate's Degree,Intern,1188.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,8.0,No,Yes,Single,1.0,0.0,685,96,1
1686.0,HR,Non-binary,32.0,High School,Analyst,3749.0,35.0,10.0,4.0,1.0,3.0,39.0,5.0,38.0,No,Yes,Single,6.0,1.0,686,92,0
1687.0,Marketing,Non-binary,42.0,Bachelor's Degree,Executive,2307.0,25.0,1.0,1.0,5.0,1.0,15.0,0.0,35.0,Yes,Yes,Single,9.0,0.0,687,94,0
1688.0,HR,Female,42.0,PhD,Manager,9095.0,2.0,18.0,3.0,1.0,2.0,10.0,13.0,20.0,Yes,No,Married,6.0,0.0,688,85,2
1689.0,HR,Non-binary,39.0,Associate's Degree,Manager,9658.0,27.0,7.0,3.0,3.0,2.0,90.0,10.0,12.0,No,Yes,Widowed,6.0,1.0,689,84,2
1690.0,Finance,Non-binary,50.0,Bachelor's Degree,Manager,9842.0,16.0,19.0,5.0,3.0,3.0,25.0,2.0,49.0,Yes,No,Divorced,4.0,2.0,690,83,2
1691.0,Marketing,Prefer not to say,45.0,Master's Degree,Executive,3828.0,37.0,3.0,5.0,4.0,1.0,94.0,6.0,3.0,No,Yes,Divorced,3.0,1.0,691,92,0
1692.0,Marketing,Female,31.0,High School,Analyst,2097.0,29.0,15.0,1.0,4.0,3.0,97.0,8.0,20.0,No,Yes,Single,3.0,1.0,692,94,0
1693.0,Sales,Male,22.0,Bachelor's Degree,Intern,1134.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,12.0,Yes,Yes,Single,1.0,0.0,693,96,1
1694.0,HR,Prefer not to say,39.0,Bachelor's Degree,Team Lead,6814.0,7.0,4.0,1.0,2.0,2.0,64.0,11.0,24.0,Yes,Yes,Widowed,4.0,0.0,694,88,2
1695.0,HR,Prefer not to say,59.0,PhD,Analyst,3325.0,13.0,4.0,5.0,4.0,3.0,1.0,4.0,16.0,Yes,No,Married,9.0,1.0,695,93,0
1696.0,IT,Male,41.0,Bachelor's Degree,Executive,3065.0,36.0,14.0,5.0,3.0,3.0,90.0,11.0,10.0,No,Yes,Divorced,7.0,2.0,696,93,0
1697.0,Sales,Prefer not to say,58.0,PhD,Executive,4363.0,34.0,16.0,2.0,1.0,5.0,44.0,12.0,19.0,No,Yes,Divorced,3.0,1.0,697,92,0
1698.0,IT,Female,39.0,High School,Manager,10333.0,38.0,2.0,5.0,4.0,3.0,42.0,7.0,41.0,No,Yes,Single,8.0,1.0,698,82,2
1699.0,IT,Non-binary,38.0,High School,Analyst,2753.0,10.0,17.0,5.0,1.0,1.0,2.0,1.0,14.0,No,No,Widowed,9.0,1.0,699,94,0
1700.0,IT,Female,30.0,Master's Degree,Manager,9300.0,14.0,10.0,1.0,2.0,5.0,33.0,2.0,14.0,Yes,No,Single,1.0,2.0,700,84,2
1701.0,Finance,Male,35.0,PhD,Team Lead,6610.0,1.0,5.0,2.0,1.0,3.0,79.0,7.0,22.0,No,Yes,Single,1.0,3.0,701,88,2
1702.0,Finance,Male,50.0,PhD,Manager,8726.0,36.0,11.0,2.0,4.0,3.0,64.0,8.0,4.0,Yes,Yes,Divorced,9.0,1.0,702,86,2
1703.0,IT,Prefer not to say,52.0,Associate's Degree,Team Lead,7420.0,31.0,16.0,3.0,3.0,5.0,63.0,9.0,47.0,No,Yes,Single,9.0,0.0,703,87,2
1704.0,Sales,Female,25.0,Associate's Degree,Executive,3782.0,39.0,13.0,4.0,4.0,2.0,6.0,7.0,34.0,No,Yes,Single,7.0,1.0,704,92,0
1705.0,HR,Female,39.0,Master's Degree,Manager,7512.0,12.0,5.0,3.0,5.0,3.0,34.0,3.0,18.0,No,No,Divorced,3.0,3.0,705,87,2
1706.0,Sales,Male,41.0,High School,Manager,7795.0,16.0,9.0,3.0,5.0,4.0,21.0,12.0,34.0,No,No,Divorced,4.0,1.0,706,87,2
1707.0,Marketing,Female,20.0,Associate's Degree,Intern,1205.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,18.0,No,No,Single,1.0,0.0,707,96,1
1708.0,Finance,Male,30.0,Bachelor's Degree,Executive,4637.0,32.0,17.0,2.0,3.0,3.0,31.0,10.0,40.0,No,No,Married,9.0,3.0,708,91,0
1709.0,HR,Female,19.0,High School,Intern,1001.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,31.0,Yes,No,Single,1.0,0.0,709,96,1
1710.0,HR,Female,36.0,Bachelor's Degree,Team Lead,7330.0,12.0,5.0,5.0,5.0,1.0,5.0,11.0,42.0,No,No,Married,8.0,0.0,710,87,2
1711.0,Marketing,Female,48.0,PhD,Team Lead,6500.0,21.0,18.0,2.0,4.0,2.0,45.0,14.0,20.0,Yes,Yes,Divorced,1.0,0.0,711,89,2
1712.0,Marketing,Male,36.0,High School,Executive,3659.0,22.0,2.0,5.0,2.0,5.0,54.0,3.0,36.0,Yes,Yes,Widowed,6.0,3.0,712,92,0
1713.0,IT,Prefer not to say,49.0,Master's Degree,Team Lead,9330.0,35.0,11.0,5.0,5.0,3.0,74.0,8.0,42.0,No,Yes,Single,6.0,3.0,713,84,2
1714.0,Finance,Female,58.0,PhD,Executive,4024.0,9.0,15.0,4.0,5.0,2.0,94.0,9.0,10.0,No,No,Widowed,5.0,0.0,714,92,0
1715.0,Finance,Male,40.0,PhD,Team Lead,6725.0,16.0,2.0,3.0,3.0,4.0,54.0,2.0,3.0,No,Yes,Divorced,1.0,0.0,715,89,2
1716.0,Sales,Male,47.0,Bachelor's Degree,Analyst,3055.0,29.0,15.0,4.0,4.0,1.0,84.0,0.0,21.0,Yes,No,Married,3.0,2.0,716,93,0
1717.0,IT,Female,47.0,PhD,Manager,11959.0,12.0,3.0,3.0,3.0,1.0,56.0,12.0,36.0,Yes,Yes,Widowed,4.0,3.0,717,70,2
1718.0,IT,Female,46.0,Associate's Degree,Analyst,4981.0,29.0,19.0,2.0,3.0,2.0,85.0,6.0,10.0,Yes,No,Single,7.0,1.0,718,91,0
1719.0,IT,Prefer not to say,47.0,High School,Executive,2678.0,29.0,12.0,5.0,4.0,5.0,62.0,9.0,7.0,Yes,Yes,Married,5.0,3.0,719,94,0
1720.0,IT,Male,47.0,Associate's Degree,Executive,3305.0,6.0,3.0,4.0,2.0,1.0,0.0,7.0,22.0,No,Yes,Married,2.0,2.0,720,93,0
1721.0,Finance,Male,49.0,Bachelor's Degree,Analyst,3789.0,9.0,3.0,2.0,4.0,2.0,20.0,10.0,23.0,Yes,No,Married,3.0,2.0,721,92,0
1722.0,Finance,Non-binary,39.0,Bachelor's Degree,Manager,11251.0,34.0,6.0,2.0,2.0,2.0,19.0,12.0,12.0,Yes,Yes,Married,1.0,0.0,722,79,2
1723.0,IT,Male,53.0,High School,Manager,8626.0,1.0,11.0,3.0,3.0,1.0,72.0,2.0,39.0,Yes,No,Single,6.0,3.0,723,85,2
1724.0,Sales,Prefer not to say,22.0,PhD,Intern,1203.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,13.0,Yes,Yes,Single,1.0,0.0,724,96,1
1725.0,HR,Non-binary,23.0,Master's Degree,Team Lead,8969.0,18.0,15.0,3.0,2.0,2.0,28.0,13.0,40.0,No,Yes,Single,4.0,3.0,725,85,2
1726.0,HR,Non-binary,20.0,Bachelor's Degree,Intern,1490.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,13.0,No,Yes,Single,1.0,0.0,726,95,1
1727.0,Sales,Non-binary,59.0,High School,Manager,10281.0,36.0,18.0,2.0,5.0,2.0,96.0,14.0,33.0,No,Yes,Divorced,4.0,1.0,727,82,2
1728.0,IT,Female,40.0,Master's Degree,Analyst,4728.0,2.0,10.0,3.0,5.0,2.0,44.0,1.0,31.0,No,Yes,Widowed,4.0,1.0,728,91,0
1729.0,Finance,Female,38.0,PhD,Team Lead,6382.0,24.0,0.0,1.0,3.0,5.0,64.0,5.0,48.0,No,No,Single,5.0,0.0,729,89,2
1730.0,HR,Male,54.0,Bachelor's Degree,Analyst,4918.0,33.0,8.0,5.0,4.0,1.0,2.0,4.0,28.0,Yes,No,Divorced,3.0,3.0,730,91,0
1731.0,Marketing,Non-binary,18.0,High School,Intern,1240.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,19.0,Yes,No,Single,1.0,0.0,731,96,1
1732.0,Marketing,Prefer not to say,24.0,High School,Executive,4440.0,37.0,16.0,3.0,5.0,3.0,19.0,6.0,21.0,Yes,Yes,Single,7.0,3.0,732,92,0
1733.0,Sales,Female,59.0,High School,Analyst,4743.0,13.0,0.0,4.0,4.0,5.0,80.0,14.0,32.0,Yes,No,Divorced,9.0,1.0,733,91,0
1734.0,IT,Prefer not to say,21.0,Bachelor's Degree,Intern,1257.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,26.0,Yes,No,Single,1.0,0.0,734,96,1
1735.0,HR,Prefer not to say,19.0,Master's Degree,Intern,1155.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,13.0,No,Yes,Single,1.0,0.0,735,96,1
1736.0,IT,Female,19.0,High School,Intern,1053.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,29.0,Yes,Yes,Single,1.0,0.0,736,96,1
1737.0,HR,Female,57.0,PhD,Executive,3588.0,2.0,10.0,1.0,2.0,4.0,44.0,6.0,7.0,No,Yes,Divorced,7.0,2.0,737,93,0
1738.0,Sales,Female,28.0,High School,Executive,4966.0,7.0,12.0,4.0,4.0,5.0,92.0,2.0,47.0,No,No,Divorced,6.0,3.0,738,90,0
1739.0,Sales,Female,57.0,Master's Degree,Executive,4896.0,25.0,12.0,1.0,2.0,1.0,41.0,3.0,26.0,No,No,Divorced,9.0,0.0,739,91,0
1740.0,Marketing,Non-binary,37.0,Bachelor's Degree,Team Lead,9505.0,31.0,5.0,3.0,2.0,5.0,45.0,1.0,6.0,Yes,Yes,Widowed,3.0,2.0,740,84,2
1741.0,IT,Non-binary,45.0,High School,Executive,2947.0,10.0,5.0,5.0,1.0,4.0,59.0,0.0,32.0,Yes,No,Single,8.0,2.0,741,93,0
1742.0,Marketing,Non-binary,22.0,High School,Executive,3099.0,0.0,19.0,5.0,4.0,5.0,95.0,9.0,36.0,Yes,No,Married,4.0,0.0,742,93,0
1743.0,IT,Non-binary,46.0,PhD,Executive,2981.0,14.0,9.0,1.0,3.0,4.0,12.0,13.0,23.0,No,No,Married,9.0,1.0,743,93,0
1744.0,Marketing,Male,31.0,PhD,Analyst,2406.0,3.0,18.0,2.0,5.0,1.0,30.0,2.0,11.0,No,No,Single,1.0,0.0,744,94,0
1745.0,Finance,Non-binary,37.0,High School,Executive,4321.0,3.0,2.0,3.0,2.0,2.0,67.0,9.0,21.0,Yes,Yes,Widowed,5.0,1.0,745,91,0
1746.0,Finance,Female,37.0,High School,Team Lead,6988.0,27.0,6.0,5.0,2.0,4.0,61.0,8.0,19.0,No,Yes,Widowed,4.0,3.0,746,88,2
1747.0,Finance,Prefer not to say,20.0,PhD,Intern,1475.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,34.0,No,Yes,Single,1.0,0.0,747,95,1
1748.0,Finance,Non-binary,50.0,Master's Degree,Analyst,4788.0,10.0,7.0,5.0,2.0,4.0,17.0,14.0,49.0,No,No,Widowed,6.0,0.0,748,91,0
1749.0,HR,Male,59.0,Associate's Degree,Manager,11419.0,22.0,4.0,5.0,5.0,1.0,74.0,2.0,47.0,Yes,Yes,Widowed,1.0,3.0,749,76,2
1750.0,Finance,Female,49.0,Associate's Degree,Executive,2548.0,2.0,11.0,2.0,3.0,3.0,52.0,10.0,44.0,No,Yes,Divorced,8.0,0.0,750,93,0
1751.0,Sales,Prefer not to say,22.0,High School,Intern,1459.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,35.0,Yes,No,Single,1.0,0.0,751,95,1
1752.0,Sales,Prefer not to say,21.0,PhD,Intern,1093.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,49.0,Yes,Yes,Single,1.0,0.0,752,96,1
1753.0,HR,Non-binary,41.0,Bachelor's Degree,Analyst,3670.0,16.0,17.0,2.0,5.0,2.0,40.0,3.0,31.0,No,No,Single,7.0,1.0,753,92,0
1754.0,Finance,Prefer not to say,37.0,Bachelor's Degree,Manager,8064.0,21.0,2.0,2.0,4.0,4.0,96.0,3.0,46.0,No,Yes,Single,9.0,1.0,754,86,2
1755.0,Finance,Non-binary,28.0,Associate's Degree,Team Lead,9286.0,26.0,6.0,5.0,1.0,3.0,66.0,0.0,29.0,No,No,Divorced,7.0,3.0,755,84,2
1756.0,Finance,Non-binary,21.0,Master's Degree,Intern,1313.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,Yes,Yes,Single,1.0,0.0,756,96,1
1757.0,Marketing,Female,19.0,Associate's Degree,Intern,1430.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,36.0,Yes,Yes,Single,1.0,0.0,757,95,1
1758.0,IT,Female,19.0,High School,Intern,1060.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,31.0,No,Yes,Single,1.0,0.0,758,96,1
1759.0,Marketing,Male,21.0,Master's Degree,Intern,1359.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,32.0,No,No,Single,1.0,0.0,759,95,1
1760.0,IT,Female,47.0,Bachelor's Degree,Analyst,4108.0,32.0,3.0,1.0,4.0,3.0,36.0,11.0,40.0,Yes,No,Divorced,4.0,1.0,760,92,0
1761.0,Finance,Female,35.0,PhD,Manager,7361.0,1.0,15.0,3.0,3.0,5.0,11.0,6.0,20.0,No,Yes,Divorced,4.0,2.0,761,88,2
1762.0,Finance,Non-binary,18.0,PhD,Intern,1167.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,22.0,Yes,No,Single,1.0,0.0,762,96,1
1763.0,Marketing,Female,54.0,High School,Team Lead,6168.0,26.0,11.0,3.0,4.0,5.0,90.0,5.0,3.0,No,No,Widowed,3.0,2.0,763,89,2
1764.0,Marketing,Non-binary,47.0,Associate's Degree,Team Lead,6367.0,14.0,3.0,2.0,5.0,2.0,1.0,6.0,8.0,No,No,Widowed,4.0,2.0,764,89,2
1765.0,IT,Non-binary,41.0,High School,Executive,2512.0,6.0,11.0,4.0,1.0,5.0,52.0,13.0,45.0,No,Yes,Married,2.0,2.0,765,93,0
1766.0,Sales,Female,20.0,PhD,Intern,1469.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,19.0,Yes,Yes,Single,1.0,0.0,766,95,1
1767.0,IT,Male,18.0,Bachelor's Degree,Intern,1273.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,31.0,No,Yes,Single,1.0,0.0,767,95,1
1768.0,Marketing,Male,22.0,PhD,Intern,1397.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,32.0,No,No,Single,1.0,0.0,768,95,1
1769.0,Marketing,Prefer not to say,18.0,Master's Degree,Intern,1024.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,15.0,Yes,Yes,Single,1.0,0.0,769,96,1
1770.0,HR,Prefer not to say,18.0,PhD,Intern,1393.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,39.0,Yes,Yes,Single,1.0,0.0,770,95,1
1771.0,Marketing,Female,35.0,PhD,Team Lead,8687.0,19.0,1.0,1.0,2.0,2.0,68.0,9.0,31.0,Yes,Yes,Single,9.0,1.0,771,85,2
1772.0,HR,Male,51.0,Master's Degree,Manager,9419.0,26.0,8.0,2.0,3.0,3.0,55.0,4.0,3.0,Yes,Yes,Married,8.0,0.0,772,84,2
1773.0,Sales,Non-binary,33.0,Associate's Degree,Manager,9998.0,19.0,13.0,4.0,2.0,4.0,57.0,13.0,32.0,Yes,Yes,Divorced,5.0,3.0,773,82,2
1774.0,IT,Prefer not to say,47.0,PhD,Executive,3083.0,6.0,3.0,4.0,2.0,3.0,82.0,9.0,10.0,Yes,Yes,Widowed,9.0,1.0,774,93,0
1775.0,IT,Non-binary,54.0,High School,Team Lead,8379.0,39.0,3.0,1.0,4.0,1.0,3.0,1.0,28.0,Yes,No,Single,5.0,0.0,775,86,2
1776.0,HR,Prefer not to say,22.0,PhD,Intern,1355.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,27.0,Yes,Yes,Single,1.0,0.0,776,95,1
1777.0,IT,Female,35.0,High School,Manager,9682.0,29.0,4.0,5.0,5.0,2.0,48.0,6.0,48.0,No,Yes,Single,4.0,1.0,777,83,2
1778.0,Marketing,Male,45.0,Master's Degree,Analyst,2901.0,7.0,16.0,3.0,5.0,3.0,37.0,10.0,46.0,No,Yes,Widowed,3.0,2.0,778,93,0
1779.0,Finance,Prefer not to say,55.0,PhD,Analyst,4427.0,1.0,12.0,4.0,1.0,2.0,44.0,1.0,40.0,No,No,Divorced,9.0,0.0,779,91,0
1780.0,HR,Male,47.0,Master's Degree,Analyst,3862.0,13.0,19.0,4.0,5.0,4.0,29.0,9.0,43.0,No,Yes,Single,4.0,0.0,780,92,0
1781.0,IT,Non-binary,23.0,Master's Degree,Intern,1047.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,31.0,Yes,No,Single,1.0,0.0,781,96,1
1782.0,HR,Female,24.0,Associate's Degree,Intern,1431.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,34.0,Yes,No,Single,1.0,0.0,782,95,1
1783.0,HR,Male,57.0,PhD,Executive,4394.0,17.0,0.0,2.0,5.0,1.0,55.0,10.0,5.0,Yes,No,Widowed,7.0,0.0,783,92,0
1784.0,Finance,Female,59.0,High School,Executive,3799.0,15.0,16.0,5.0,4.0,4.0,26.0,7.0,11.0,Yes,Yes,Single,8.0,3.0,784,92,0
1785.0,Marketing,Male,23.0,High School,Executive,4446.0,4.0,2.0,2.0,5.0,4.0,31.0,14.0,7.0,Yes,No,Divorced,8.0,2.0,785,91,0
1786.0,HR,Non-binary,59.0,PhD,Analyst,2006.0,30.0,13.0,1.0,2.0,1.0,10.0,2.0,8.0,No,Yes,Widowed,6.0,0.0,786,95,0
1787.0,IT,Non-binary,24.0,Associate's Degree,Intern,1188.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,17.0,No,Yes,Single,1.0,0.0,787,96,1
1788.0,Sales,Female,44.0,Associate's Degree,Analyst,3414.0,19.0,14.0,3.0,1.0,5.0,76.0,6.0,44.0,Yes,No,Single,2.0,0.0,788,92,0
1789.0,HR,Non-binary,36.0,Associate's Degree,Executive,2928.0,22.0,5.0,3.0,3.0,5.0,34.0,4.0,39.0,No,No,Divorced,8.0,0.0,789,93,0
1790.0,HR,Prefer not to say,23.0,High School,Intern,1052.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,41.0,Yes,Yes,Single,1.0,0.0,790,96,1
1791.0,Finance,Male,44.0,Master's Degree,Team Lead,9957.0,16.0,1.0,4.0,5.0,2.0,29.0,12.0,14.0,Yes,Yes,Widowed,8.0,2.0,791,83,2
1792.0,Marketing,Non-binary,38.0,Associate's Degree,Manager,10733.0,12.0,3.0,5.0,2.0,1.0,17.0,7.0,24.0,No,No,Single,6.0,0.0,792,80,2
1793.0,Sales,Prefer not to say,23.0,High School,Manager,7751.0,12.0,12.0,5.0,3.0,4.0,29.0,12.0,30.0,No,Yes,Widowed,8.0,3.0,793,87,2
1794.0,IT,Female,41.0,High School,Executive,3976.0,16.0,12.0,2.0,3.0,4.0,89.0,8.0,15.0,Yes,Yes,Married,1.0,1.0,794,92,0
1795.0,Sales,Prefer not to say,41.0,Master's Degree,Analyst,3158.0,14.0,16.0,5.0,4.0,5.0,15.0,14.0,4.0,No,No,Married,9.0,1.0,795,93,0
1796.0,IT,Female,24.0,PhD,Team Lead,6124.0,25.0,5.0,5.0,4.0,2.0,74.0,13.0,13.0,Yes,Yes,Single,9.0,1.0,796,89,2
1797.0,Marketing,Female,20.0,PhD,Intern,1240.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,Yes,Yes,Single,1.0,0.0,797,96,1
1798.0,IT,Male,59.0,Associate's Degree,Analyst,3043.0,29.0,18.0,5.0,4.0,5.0,3.0,9.0,31.0,No,Yes,Single,5.0,0.0,798,93,0
1799.0,Finance,Male,23.0,Associate's Degree,Executive,4374.0,34.0,15.0,5.0,2.0,2.0,14.0,1.0,12.0,Yes,Yes,Married,7.0,2.0,799,92,0
1800.0,Finance,Prefer not to say,57.0,Master's Degree,Analyst,3457.0,21.0,7.0,1.0,4.0,1.0,75.0,9.0,30.0,Yes,No,Single,8.0,2.0,800,93,0
1801.0,Finance,Male,35.0,Associate's Degree,Executive,2653.0,9.0,0.0,2.0,3.0,4.0,26.0,10.0,49.0,No,Yes,Single,7.0,0.0,801,93,0
1802.0,Finance,Male,37.0,Master's Degree,Manager,8336.0,10.0,9.0,1.0,3.0,4.0,3.0,6.0,10.0,Yes,No,Divorced,3.0,3.0,802,86,2
1803.0,Sales,Male,40.0,High School,Manager,8301.0,37.0,1.0,4.0,5.0,5.0,34.0,10.0,30.0,Yes,No,Divorced,7.0,1.0,803,86,2
1804.0,Marketing,Prefer not to say,55.0,Associate's Degree,Analyst,3397.0,32.0,18.0,2.0,3.0,2.0,84.0,4.0,26.0,No,Yes,Married,1.0,3.0,804,93,0
1805.0,IT,Non-binary,27.0,High School,Team Lead,6128.0,5.0,13.0,5.0,3.0,4.0,62.0,13.0,44.0,No,Yes,Widowed,5.0,3.0,805,89,2
1806.0,IT,Male,24.0,Bachelor's Degree,Intern,1392.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,6.0,No,Yes,Single,1.0,0.0,806,96,1
1807.0,Finance,Male,57.0,Master's Degree,Executive,4190.0,6.0,8.0,1.0,3.0,5.0,65.0,2.0,27.0,Yes,Yes,Widowed,2.0,0.0,807,92,0
1808.0,Finance,Prefer not to say,21.0,Bachelor's Degree,Intern,1394.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,20.0,Yes,No,Single,1.0,0.0,808,95,1
1809.0,HR,Non-binary,39.0,Associate's Degree,Manager,11417.0,6.0,10.0,4.0,3.0,2.0,27.0,6.0,28.0,No,Yes,Divorced,9.0,1.0,809,77,2
1810.0,Marketing,Male,33.0,High School,Team Lead,7082.0,1.0,14.0,4.0,5.0,2.0,33.0,1.0,20.0,No,No,Divorced,3.0,1.0,810,88,2
1811.0,Sales,Female,51.0,Associate's Degree,Team Lead,9434.0,0.0,5.0,5.0,5.0,5.0,32.0,1.0,12.0,Yes,Yes,Married,8.0,2.0,811,84,2
1812.0,IT,Prefer not to say,18.0,Bachelor's Degree,Intern,1026.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,45.0,No,Yes,Single,1.0,0.0,812,96,1
1813.0,HR,Male,28.0,Associate's Degree,Manager,8960.0,24.0,0.0,4.0,2.0,4.0,59.0,0.0,21.0,Yes,No,Married,7.0,0.0,813,85,2
1814.0,HR,Male,20.0,PhD,Intern,1058.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,30.0,Yes,No,Single,1.0,0.0,814,96,1
1815.0,IT,Female,40.0,Bachelor's Degree,Analyst,4441.0,6.0,17.0,4.0,1.0,5.0,71.0,0.0,49.0,No,No,Divorced,7.0,3.0,815,91,0
1816.0,Sales,Female,27.0,Associate's Degree,Team Lead,6176.0,2.0,13.0,2.0,1.0,1.0,41.0,5.0,10.0,Yes,No,Single,3.0,2.0,816,89,2
1817.0,HR,Prefer not to say,41.0,High School,Team Lead,5505.0,28.0,16.0,1.0,4.0,3.0,85.0,12.0,5.0,No,No,Married,5.0,1.0,817,90,2
1818.0,HR,Prefer not to say,48.0,Associate's Degree,Analyst,2482.0,9.0,1.0,5.0,2.0,3.0,90.0,4.0,37.0,Yes,Yes,Single,6.0,0.0,818,93,0
1819.0,Marketing,Female,59.0,High School,Manager,11650.0,4.0,18.0,4.0,2.0,2.0,27.0,14.0,8.0,Yes,No,Widowed,9.0,2.0,819,77,2
1820.0,Sales,Prefer not to say,58.0,PhD,Team Lead,8838.0,33.0,8.0,1.0,3.0,1.0,74.0,9.0,30.0,Yes,No,Married,4.0,2.0,820,85,2
1821.0,HR,Female,28.0,Associate's Degree,Executive,3660.0,7.0,7.0,3.0,1.0,1.0,26.0,7.0,17.0,No,Yes,Divorced,8.0,1.0,821,92,0
1822.0,Sales,Male,26.0,PhD,Executive,4538.0,13.0,9.0,4.0,1.0,3.0,0.0,4.0,3.0,Yes,Yes,Married,8.0,3.0,822,91,0
1823.0,IT,Female,32.0,Bachelor's Degree,Manager,10105.0,39.0,8.0,5.0,1.0,1.0,91.0,0.0,21.0,Yes,No,Married,6.0,1.0,823,82,2
1824.0,Finance,Female,36.0,High School,Analyst,2950.0,5.0,7.0,2.0,1.0,4.0,90.0,11.0,16.0,No,Yes,Divorced,8.0,3.0,824,93,0
1825.0,HR,Non-binary,22.0,Bachelor's Degree,Intern,1185.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,32.0,No,Yes,Single,1.0,0.0,825,96,1
1826.0,Marketing,Female,26.0,High School,Manager,11209.0,32.0,5.0,1.0,2.0,2.0,45.0,5.0,27.0,Yes,Yes,Widowed,1.0,0.0,826,79,2
1827.0,IT,Female,24.0,PhD,Intern,1140.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,6.0,No,Yes,Single,1.0,0.0,827,96,1
1828.0,Sales,Non-binary,58.0,Master's Degree,Manager,7001.0,10.0,8.0,5.0,5.0,2.0,39.0,12.0,42.0,Yes,Yes,Married,6.0,3.0,828,88,2
1829.0,IT,Prefer not to say,30.0,Associate's Degree,Executive,2411.0,23.0,8.0,3.0,2.0,1.0,50.0,1.0,16.0,Yes,Yes,Married,9.0,3.0,829,94,0
1830.0,HR,Non-binary,36.0,PhD,Analyst,2353.0,9.0,18.0,2.0,4.0,3.0,99.0,9.0,45.0,Yes,No,Married,4.0,0.0,830,94,0
1831.0,Sales,Male,24.0,High School,Executive,4479.0,22.0,8.0,3.0,1.0,2.0,23.0,7.0,3.0,Yes,No,Widowed,6.0,3.0,831,92,0
